Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
58000,,18062753,CHEMBL4013613,Bactericidal activity against methicillin-resistant Staphylococcus aureus EMRSA-15 assessed as time required to kill bacteria by >6 log10CFU/ml at 4 times MIC by Miles Misra dilution method,F,BAO_0000179,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4011643,J Med Chem,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Hour,2993774,=,1,1,=,TIME,hr,24.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,Time,hr,UO_0000032,24.0
58001,,18062783,CHEMBL4013629,Bactericidal activity against vancomycin-resistant Enterococcus faecalis NCTC 12201 assessed as time required to kill bacteria by <3 log10CFU/ml at 4 times MIC by Miles Misra dilution method,F,BAO_0000179,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4011643,J Med Chem,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Hour,2993774,=,1,1,=,TIME,hr,24.0,CHEMBL362,Enterococcus faecalis,Enterococcus faecalis,1351.0,,Time,hr,UO_0000032,24.0
58002,,18062784,CHEMBL4013630,Bactericidal activity against methicillin-resistant Staphylococcus aureus EMRSA-15 assessed as time required to kill bacteria by 3 log10CFU/ml at 4 times MIC by Miles Misra dilution method,F,BAO_0000179,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4011643,J Med Chem,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Hour,2993774,=,1,1,=,TIME,hr,6.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,Time,hr,UO_0000032,6.0
58003,,18136350,CHEMBL4029905,Antibacterial activity against Staphylococcus epidermidis ATCC 12228 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.039,CHEMBL353,Staphylococcus epidermidis,Staphylococcus epidermidis,1282.0,,MIC,ug ml-1,UO_0000274,0.039
58004,,18136351,CHEMBL4029906,Antibacterial activity against Micrococcus luteus ATCC 10240 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.078,CHEMBL614421,Micrococcus luteus,Micrococcus luteus,1270.0,,MIC,ug ml-1,UO_0000274,0.078
58005,,18136352,CHEMBL4029907,Antibacterial activity against Staphylococcus aureus ATCC 25923 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.078,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,MIC,ug ml-1,UO_0000274,0.078
58006,,18136353,CHEMBL4029908,Antibacterial activity against Enterococcus faecalis ATCC 51299 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.156,CHEMBL362,Enterococcus faecalis,Enterococcus faecalis,1351.0,,MIC,ug ml-1,UO_0000274,0.156
58007,,18136354,CHEMBL4029909,Antibacterial activity against Bacillus subtilis ATCC 11774 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.39,CHEMBL359,Bacillus subtilis,Bacillus subtilis,1423.0,,MIC,ug ml-1,UO_0000274,0.39
58008,,18136355,CHEMBL4029910,Antibacterial activity against Escherichia coli ATCC 10536 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.078,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,MIC,ug ml-1,UO_0000274,0.078
58009,,18136356,CHEMBL4029911,Antibacterial activity against Pseudomonas aeruginosa ATCC 10145 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,0.312,CHEMBL348,Pseudomonas aeruginosa,Pseudomonas aeruginosa,287.0,,MIC,ug ml-1,UO_0000274,0.312
58010,,18136357,CHEMBL4029912,Antibacterial activity against Klebsiella pneumoniae ATCC BAA-2146 after 20 to 24 hrs by broth microdilution method,F,BAO_0002146,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL4028820,Bioorg Med Chem Lett,2017.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3008373,=,1,1,=,MIC,ug.mL-1,2.5,CHEMBL350,Klebsiella pneumoniae,Klebsiella pneumoniae,573.0,,MIC,ug ml-1,UO_0000274,2.5
