Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
45000,,5222368,CHEMBL1674571,Antibacterial activity against Prevotella bivia by by CLSI agar dilution method,F,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671627,Antimicrob Agents Chemother,2008.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1331839,>,1,1,>,MIC,ug.mL-1,0.25,CHEMBL612321,Prevotella bivia,Prevotella bivia,28125.0,,MIC,ug ml-1,UO_0000274,0.25
45001,,5222380,CHEMBL1674572,Antibacterial activity against Prevotella intermedia by by CLSI agar dilution method,F,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671627,Antimicrob Agents Chemother,2008.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1331839,>,1,1,>,MIC,ug.mL-1,0.25,CHEMBL613261,Prevotella intermedia,Prevotella intermedia,28131.0,,MIC,ug ml-1,UO_0000274,0.25
45002,,5222392,CHEMBL1674573,Antibacterial activity against Prevotella melaninogenica by by CLSI agar dilution method,F,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671627,Antimicrob Agents Chemother,2008.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1331839,>,1,1,>,MIC,ug.mL-1,0.25,CHEMBL612236,Prevotella melaninogenica,Prevotella melaninogenica,28132.0,,MIC,ug ml-1,UO_0000274,0.25
45003,,5222483,CHEMBL1674471,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Corvallis isolate s2017 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,2.0
45004,,5222484,CHEMBL1674470,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Stanley isolate s2018 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,2.0
45005,,5222485,CHEMBL1674469,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Corvallis isolate s2052 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,2.0
45006,,5222486,CHEMBL1674468,Antimicrobial activity against qnrA-positive Salmonella enterica serovar Mbandaka isolate s2093 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,0.5,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,0.5
45007,,5222487,CHEMBL1674467,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Montevideo isolate s2209 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,2.0
45008,,5222488,CHEMBL1674466,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Virginia isolate s2219 harboring ParC QRDR mutant gene by agar dilution method,F,BAO_0002146,BAO_0000019,assay format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,MIC,ug ml-1,UO_0000274,2.0
45009,,5222489,CHEMBL1674465,Antimicrobial activity against qnrS-positive Salmonella enterica serovar Typhimurium isolate s2425 harboring wild type ParC gene by agar dilution method,F,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,CHEMBL32,MOXIFLOXACIN,CHEMBL32,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332015,=,1,1,=,MIC,ug.mL-1,2.0,CHEMBL351,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella typhimurium,90371.0,,MIC,ug ml-1,UO_0000274,2.0
