Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
151000,See Activity_Supp For Individual Animal Data,17157171,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#Percent,2834487,=,11,1,=,BASOLE,%,0.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,Bas,%,UO_0000187,0.0
151001,See Activity_Supp For Individual Animal Data,17157172,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#Percent,2834487,=,11,1,=,MONOLE,%,1.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,Mono,%,UO_0000187,1.0
151002,See Activity_Supp For Individual Animal Data,17157173,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#Percent,2834487,=,11,1,=,LYMLE,%,86.8,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,Lym,%,UO_0000187,86.8
151003,See Activity_Supp For Individual Animal Data,17157174,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#SecondTime,2834487,=,11,1,=,PT,s,14.7,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,PT,s,UO_0000010,14.7
151004,See Activity_Supp For Individual Animal Data,17157175,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#SecondTime,2834487,=,11,1,=,APTT,s,15.7,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,APTT,s,UO_0000010,15.7
151005,See Activity_Supp For Individual Animal Data,17157176,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2834487,=,11,1,=,FIBRINO,ug.mL-1,2962.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6600.0,Fbg,mg/dL,UO_0000274,296.2
151006,See Activity_Supp For Individual Animal Data,17157177,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,,2834487,=,11,1,=,RBC,cells.uL-1,6306000.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6601.0,RBC,x10_4/ul,,630.6
151007,See Activity_Supp For Individual Animal Data,17157178,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2834487,=,11,1,=,HGB,ug.mL-1,133000.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6601.0,Hb,g/dL,UO_0000274,13.3
151008,See Activity_Supp For Individual Animal Data,17157179,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,http://qudt.org/vocab/unit#Percent,2834487,=,11,1,=,HCT,%,40.7,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6601.0,Ht,%,UO_0000187,40.7
151009,See Activity_Supp For Individual Animal Data,17157180,CHEMBL3885862,Open TG-GATES - Regimen: Daily Repeat,T,BAO_0000179,BAO_0000218,organism-based format,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEMBL3885861,,,CHEMBL130,CHLORAMPHENICOL,CHEMBL130,0,,2834487,=,11,1,=,MCV,fL,64.6,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,6601.0,MCV,fL,,64.6
