Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
147000,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738839,CHEMBL1909121,"DRUGMATRIX: Calcium Channel Type L, Phenylalkylamine radioligand binding (ligand: [3H] (-)-Desmethoxyverapamil (D-888))",B,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,Ki,,,CHEMBL612545,,Unchecked,,,Ki,,,
147001,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738890,CHEMBL1909147,"DRUGMATRIX: GABAA, Muscimol, Central radioligand binding (ligand: [3H] Muscimol)",B,BAO_0000190,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,IC50,,,CHEMBL612545,,Unchecked,,,IC50,,,
147002,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738891,CHEMBL1909147,"DRUGMATRIX: GABAA, Muscimol, Central radioligand binding (ligand: [3H] Muscimol)",B,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,Ki,,,CHEMBL612545,,Unchecked,,,Ki,,,
147003,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738892,CHEMBL1909148,"DRUGMATRIX: GABAA, Flunitrazepam, Central radioligand binding (ligand: [3H] Flunitrazepam)",B,BAO_0000190,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,IC50,,,CHEMBL612545,,Unchecked,,,IC50,,,
147004,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738893,CHEMBL1909148,"DRUGMATRIX: GABAA, Flunitrazepam, Central radioligand binding (ligand: [3H] Flunitrazepam)",B,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,Ki,,,CHEMBL612545,,Unchecked,,,Ki,,,
147005,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738894,CHEMBL1909149,"DRUGMATRIX: GABAA, Chloride Channel, TBOB radioligand binding (ligand: [3H] TBOB)",B,BAO_0000190,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,IC50,,,CHEMBL612545,,Unchecked,,,IC50,,,
147006,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738895,CHEMBL1909149,"DRUGMATRIX: GABAA, Chloride Channel, TBOB radioligand binding (ligand: [3H] TBOB)",B,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,Ki,,,CHEMBL612545,,Unchecked,,,Ki,,,
147007,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738898,CHEMBL1909151,"DRUGMATRIX: Glutamate, AMPA radioligand binding (ligand: [3H] AMPA)",B,BAO_0000190,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,IC50,,,CHEMBL612545,,Unchecked,,,IC50,,,
147008,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738899,CHEMBL1909151,"DRUGMATRIX: Glutamate, AMPA radioligand binding (ligand: [3H] AMPA)",B,BAO_0000192,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,Ki,,,CHEMBL612545,,Unchecked,,,Ki,,,
147009,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7738900,CHEMBL1909152,"DRUGMATRIX: Glutamate, Kainate radioligand binding (ligand: [3H] Kainic acid)",B,BAO_0000190,BAO_0000249,cell membrane format,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,CHEMBL1909046,,,CHEMBL702,PIPERACILLIN,CHEMBL702,0,,1540059,,15,0,,IC50,,,CHEMBL612545,,Unchecked,,,IC50,,,
