Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
56000,,5184678,CHEMBL1653034,Antimicrobial activity against erythromycin-susceptible Streptococcus Group F clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000218,organism-based format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL612313,Streptococcus,Streptococcus,1301.0,,Activity,%,UO_0000187,0.0
56001,,5184682,CHEMBL1653033,Antimicrobial activity against Streptococcus Group F clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000218,organism-based format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL612313,Streptococcus,Streptococcus,1301.0,,Activity,%,UO_0000187,0.0
56002,,5184686,CHEMBL1653044,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus Group G clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56003,,5184690,CHEMBL1653045,Antimicrobial activity against erythromycin-susceptible Streptococcus Group G clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56004,,5184694,CHEMBL1653046,Antimicrobial activity against Streptococcus Group G clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56005,,5184698,CHEMBL1653047,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus Group C clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56006,,5184702,CHEMBL1653818,Antimicrobial activity against erythromycin-susceptible Streptococcus Group C clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56007,,5184706,CHEMBL1653819,Antimicrobial activity against Streptococcus Group C clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000019,assay format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,Activity,%,UO_0000187,0.0
56008,,5184710,CHEMBL1653820,Antimicrobial activity against erythromycin-nonsusceptible Streptococcus pyogenes clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000218,organism-based format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.8,CHEMBL356,Streptococcus pyogenes,Streptococcus pyogenes,1314.0,,Activity,%,UO_0000187,0.8
56009,,5184714,CHEMBL1653821,Antimicrobial activity against erythromycin-susceptible Streptococcus pyogenes clinical isolates assessed as resistant isolates by broth microdilution method,F,BAO_0001103,BAO_0000218,organism-based format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL1649268,Antimicrob Agents Chemother,2009.0,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,0,http://qudt.org/vocab/unit#Percent,1322874,=,1,0,=,Activity,%,0.0,CHEMBL356,Streptococcus pyogenes,Streptococcus pyogenes,1314.0,,Activity,%,UO_0000187,0.0
