Unnamed: 0,activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,toid,type,units,uo_units,value
33000,,3384886,CHEMBL1217773,Antimicrobial activity against Mycobacterium tuberculosis NJT210GCC harboring embB406 GGC-GCC(Gly-Ala) mutation in embB gene after 4 weeks,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212742,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,929462,=,1,1,=,MIC,ug.mL-1,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC,ug ml-1,UO_0000274,0.05
33001,,3384889,CHEMBL1217774,Antimicrobial activity against Mycobacterium tuberculosis NJT210GAC harboring embB406 GGC-GAC(Gly-Asp) mutation in embB gene after 4 weeks,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212742,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,929462,=,1,1,=,MIC,ug.mL-1,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC,ug ml-1,UO_0000274,0.05
33002,,3384892,CHEMBL1217775,Antimicrobial activity against Mycobacterium tuberculosis NJT210TGC harboring embB406 GGC-TGC(Gly-Cys) mutation in embB gene after 4 weeks,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212742,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,929462,=,1,1,=,MIC,ug.mL-1,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC,ug ml-1,UO_0000274,0.05
33003,,3384895,CHEMBL1218305,Antimicrobial activity against Mycobacterium tuberculosis NJT210TCC harboring embB406 GGC-TCC(Gly-Ser) mutation in embB gene after 4 weeks,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212742,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,929462,=,1,1,=,MIC,ug.mL-1,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC,ug ml-1,UO_0000274,0.05
33004,,3399407,CHEMBL1219634,Antitubercular activity against Mycobacterium bovis BCG after 6 days by microplate alamar blue assay,F,BAO_0003035,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212938,J Med Chem,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,933767,<,1,1,<,MIC50,ug.mL-1,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC50,ug ml-1,UO_0000274,1.0
33005,,3399418,CHEMBL1219626,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 6 days by microplate alamar blue assay,F,BAO_0003035,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212938,J Med Chem,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/MicrogramPerMilliliter,933767,<,1,1,<,MIC50,ug.mL-1,1.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC50,ug ml-1,UO_0000274,1.0
33006,,3399446,CHEMBL1219633,Antitubercular activity against Mycobacterium bovis BCG at 1 ug/ml after 6 days by microplate alamar blue assay,F,BAO_0000201,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212938,J Med Chem,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,933767,=,1,1,=,Inhibition,%,100.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,INH,%,UO_0000187,100.0
33007,,3399699,CHEMBL1219639,Antitubercular activity against Mycobacterium tuberculosis H37Ra at 1 ug/ml after 6 days by microplate alamar blue assay,F,BAO_0000201,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1212938,J Med Chem,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,933767,=,1,1,=,Inhibition,%,100.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,INH,%,UO_0000187,100.0
33008,,3417811,CHEMBL1228728,Antimycobacterial activity against Mycobacterium tuberculosis H37Ra by green fluorescent protein-based fluorescent assay,F,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1221407,J Nat Prod,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://www.openphacts.org/units/Nanomolar,938757,=,1,1,=,MIC,nM,170.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,MIC,uM,UO_0000065,0.17
33009,,3453686,CHEMBL1249102,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic katG315 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,72.7,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,72.7
33010,,3453687,CHEMBL1249103,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic inhA-15 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,78.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,78.5
33011,,3453688,CHEMBL1249104,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic ahpC-10 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,80.6,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,80.6
33012,,3453689,CHEMBL1249105,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic ahpC-6 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,83.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,83.1
33013,,3453690,CHEMBL1249106,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic ahpC-12 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,85.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,85.5
33014,,3453691,CHEMBL1249107,Antibacterial activity against drug resistant Mycobacterium tuberculosis containing phenotypic ahpC-39 mutation assessed as cumulative microbial sensitivity by phenotypic drug susceptibility testing,F,BAO_0001103,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,CHEMBL1240374,Antimicrob Agents Chemother,2010.0,CHEMBL64,ISONIAZID,CHEMBL64,0,http://qudt.org/vocab/unit#Percent,951387,=,1,0,=,Activity,%,86.4,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,Activity,%,UO_0000187,86.4
