Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
36000,,,2019087,[],CHEMBL903193,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv after 6 days by microdilution resazurin assay,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139091,Bioorg Med Chem,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,670572,=,1,0,=,,MIC95,ug ml-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC95,ug ml-1,UO_0000274,,0.1
36001,,,2020025,[],CHEMBL903345,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139108,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,671050,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.25
36002,,Active,2026345,[],CHEMBL887160,Growth inhibition of Mycobacterium tuberculosis H37Rv at 0.05 ug/mL after 21 days,F,,,BAO_0000375,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139202,Bioorg Med Chem,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,672960,,1,0,,,Activity,,,,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,Activity,,,,
36003,,,2041649,[],CHEMBL940811,Antibacterial activity against Mycobacterium tuberculosis H37Rv by nitrate reductase assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139786,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,677477,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.5
36004,,,2042663,[],CHEMBL941835,Antitubercular activity against Mycobacterium tuberculosis H37Rv by MABA assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139800,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,677950,=,1,1,=,,MIC,ug.mL-1,,0.025,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.025
36005,,,2042686,[],CHEMBL941836,Antitubercular activity against Mycobacterium tuberculosis H37Rv by Agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1139800,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,677950,=,1,1,=,,MIC,ug.mL-1,,0.025,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.025
36006,,,2046074,[],CHEMBL924006,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140478,Bioorg Med Chem,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,679076,=,1,1,=,,MIC,ug.mL-1,,0.2,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.2
36007,,,2051124,[],CHEMBL941681,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140558,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Nanomolar,680749,=,1,1,=,,MIC,nM,,360.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,uM,UO_0000065,,0.36
36008,,,2051141,[],CHEMBL941682,Antimycobacterial activity against multidrug-resistant Mycobacterium tuberculosis by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140558,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Nanomolar,680749,=,1,1,=,,MIC,nM,,45570.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,uM,UO_0000065,,45.57
36009,,,2051158,[],CHEMBL941683,Antimycobacterial activity against Mycobacterium smegmatis ATCC 14468 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140558,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Nanomolar,680749,=,1,1,=,,MIC,nM,,45570.0,CHEMBL613088,Mycolicibacterium smegmatis,Mycolicibacterium smegmatis,1772.0,,,MIC,uM,UO_0000065,,45.57
36010,,,2051759,[],CHEMBL941830,Antituberculosis activity against Mycobacterium tuberculosis by microbroth dilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,680876,=,1,1,=,,MIC90,ug.mL-1,,0.025,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC90,ug ml-1,UO_0000274,,0.025
36011,,,2051765,[],CHEMBL942777,Antituberculosis activity in Mycobacterium tuberculosis infected rat assessed as reduction of colony formation,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,680876,=,1,0,=,,Log10 cfu,,,3.98,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,Log10 cfu,,,,3.98
36012,,Not Determined,2051769,[],CHEMBL941831,Solubility at pH 6.0 by shake-flask method,P,,,BAO_0002135,BAO_0000100,small-molecule physicochemical format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,680876,,1,0,,,Solubility,,,,CHEMBL2362975,,No relevant target,,,,Solubility,,,,
36013,,Not Determined,2051779,[],CHEMBL941834,Protein binding in rat,A,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://qudt.org/vocab/unit#Percent,680876,,1,0,,,PPB,%,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116.0,,,PB,,UO_0000187,,
36014,,Not Determined,2051780,[],CHEMBL941832,Solubility at pH 7.4 by shake-flask method,P,,,BAO_0002135,BAO_0000100,small-molecule physicochemical format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,680876,,1,0,,,Solubility,,,,CHEMBL2362975,,No relevant target,,,,Solubility,,,,
36015,,Not Determined,2051790,[],CHEMBL941833,Stability in rat liver microsomes after 90 mins,A,,,BAO_0000179,BAO_0000251,microsome format,NNC(=O)c1ccncc1,,,CHEMBL1140566,Bioorg Med Chem Lett,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://qudt.org/vocab/unit#Percent,680876,,1,0,,,Stability,%,,,CHEMBL613694,Rattus norvegicus,Liver microsomes,10116.0,,,Stability,,UO_0000187,,
36016,,,2059661,[],CHEMBL926603,Antitubercular activity against Mycobacterium tuberculosis H37Ra by alamar blue microplate assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141288,J Nat Prod,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,683786,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.1
36017,,,2059764,[],CHEMBL925606,Antituberculosis activity against Mycobacterium tuberculosis H37Ra by microplate alamar blue assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141291,J Nat Prod,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,683803,=,1,1,=,,MIC,ug.mL-1,,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.05
36018,,,2087075,[],CHEMBL930694,Antitubercular activity against Mycobacterium tuberculosis H37Rv by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141577,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,690943,=,1,1,=,,MIC,ug.mL-1,,0.05,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.05
36019,,,2094376,[],CHEMBL948064,Antimicrobial activity against Mycobacterium tuberculosis ATCC 2729411 by Almar blue assay,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141645,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,692075,=,1,1,=,,MIC,ug.mL-1,,0.2,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.2
36020,,,2094428,[],CHEMBL949160,Cytotoxicity against african green monkey Vero cells after 72 hrs by MTT assay,A,,,BAO_0000190,BAO_0000219,cell-based format,NNC(=O)c1ccncc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Nanomolar,692116,>,1,1,>,,IC50,nM,,455800.0,CHEMBL391,Chlorocebus sabaeus,Vero,60711.0,,,IC50,uM,UO_0000065,,455.8
36021,,,2094436,[],CHEMBL949162,Antimycobacterial activity against multidrug resistant Mycobacterium tuberculosis by agar dilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Micromolar,692116,=,1,0,=,,MIC99,uM,,45.57,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC99,uM,UO_0000064,,45.57
36022,,,2094467,[],CHEMBL949161,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv by agar dilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Micromolar,692116,=,1,0,=,,MIC99,uM,,0.36,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC99,uM,UO_0000064,,0.36
36023,,,2094503,[],CHEMBL949163,Antimycobacterial activity against Mycobacterium smegmatis ATCC 14468 by agar dilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Micromolar,692116,=,1,0,=,,MIC99,uM,,45.57,CHEMBL613088,Mycolicibacterium smegmatis,Mycolicibacterium smegmatis,1772.0,,,MIC99,uM,UO_0000064,,45.57
36024,,,2094548,[],CHEMBL948209,"Antimycobacterial activity against Mycobacterium tuberculosis ATCC 35801 infected CD1 mouse spleen assessed as viable organisms at 25 mg/kg, ip after 35 days relative to control",F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,692116,=,1,0,=,,Log10 cfu,,,4.71,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,Log10 cfu,,,,4.71
36025,,,2094549,[],CHEMBL948207,"Antimycobacterial activity against Mycobacterium tuberculosis ATCC 35801 infected CD1 mouse lungs assessed as viable organisms at 25 mg/kg, ip after 35 days relative to control",F,,,BAO_0000179,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1141647,Bioorg Med Chem Lett,2008.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,,692116,=,1,0,=,,Log10 cfu,,,5.86,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,Log10 cfu,,,,5.86
36026,,,2128978,[],CHEMBL937106,Antimicrobial activity against Mycobacterium tuberculosis H37Rv subculture 6 with katG W328R mutant,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1145489,Antimicrob Agents Chemother,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,704841,>,1,1,>,,MIC,ug.mL-1,,2.0,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,2.0
36027,,,2128979,[],CHEMBL937105,Antimicrobial activity against Mycobacterium tuberculosis H37Rv subculture 5 with wild type katG mutation in absence of catalase activity,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1145489,Antimicrob Agents Chemother,2007.0,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,704841,=,1,1,=,,MIC,ug.mL-1,,0.4,CHEMBL360,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1773.0,,,MIC,ug ml-1,UO_0000274,,0.4
