Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
101000,,,1103512,[],CHEMBL664432,Inhibitory activity against Pneumocystis carinii dihydrofolate reductase (in 90 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1129539,J Med Chem,1996.0,"{'bei': '16.95', 'le': '0.32', 'lle': '3.66', 'sei': '4.66'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,4.92,1,http://www.openphacts.org/units/Nanomolar,50867,=,1,1,=,,IC50,nM,,12000.0,CHEMBL1926,Pneumocystis carinii,Dihydrofolate reductase,4754.0,,,IC50,nM,UO_0000065,,12000.0
101001,,,1103513,[],CHEMBL665443,Inhibitory activity against rat liver dihydrofolate reductase (in 90 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1129539,J Med Chem,1996.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,1,http://www.openphacts.org/units/Nanomolar,50867,=,1,1,=,,IC50,nM,,133000.0,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,IC50,nM,UO_0000065,,133000.0
101002,,,1103514,[],CHEMBL665616,Inhibitory activity against Toxoplasma gondii dihydrofolate reductase (in 90 uM dihydrofolic acid),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1129539,J Med Chem,1996.0,"{'bei': '19.18', 'le': '0.36', 'lle': '4.31', 'sei': '5.28'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,5.57,1,http://www.openphacts.org/units/Nanomolar,50867,=,1,1,=,,IC50,nM,,2700.0,CHEMBL2425,Toxoplasma gondii,Dihydrofolate reductase,5811.0,,,IC50,nM,UO_0000065,,2700.0
101003,,,1103515,[],CHEMBL851996,Selectivity ratio is defined as IC50 rlDHFR/IC50 pcDHFR,B,,,BAO_0000179,BAO_0000224,protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1129539,J Med Chem,1996.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,,50867,=,1,0,=,,Selectivity ratio,Ratio,,11.1,CHEMBL2097173,Pneumocystis carinii,Dihydrofolate reductase; P. carinii vs rat,4754.0,,,Selectivity ratio,Ratio,,,11.1
101004,,,1103516,[],CHEMBL840534,Selectivity ratio is defined as IC50 rlDHFR/IC50 tgDHFR,B,,,BAO_0000179,BAO_0000224,protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1129539,J Med Chem,1996.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,,50867,=,1,0,=,,Selectivity ratio,Ratio,,49.0,CHEMBL2097172,Toxoplasma gondii,Dihydrofolate reductase; T. gondii vs rat,5811.0,,,Selectivity ratio,Ratio,,,49.0
101005,,,1123353,[],CHEMBL668123,Inhibitory activity against Dihydrofolate reductase enzyme purified from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,"{'bei': '28.59', 'le': '0.54', 'lle': '7.04', 'sei': '7.87'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.3,0,http://www.openphacts.org/units/Nanomolar,239698,=,1,1,=,,IC50,nM,,5.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562.0,,,I50,M,UO_0000065,,5e-09
101006,,,1123354,[],CHEMBL668878,Inhibitory activity against Dihydrofolate reductase enzyme purified from rat liver.,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/Nanomolar,239698,=,1,1,=,,IC50,nM,,260000.0,CHEMBL2363,Rattus norvegicus,Dihydrofolate reductase,10116.0,,,I50,M,UO_0000065,,0.00026
101007,,,1123355,[],CHEMBL667607,Inhibitory activity against Dihydrofolate reductase enzyme purified from Plasmodium berghei.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,"{'bei': '23.84', 'le': '0.45', 'lle': '5.66', 'sei': '6.56'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,6.92,0,http://www.openphacts.org/units/Nanomolar,239698,=,1,1,=,,IC50,nM,,120.0,CHEMBL3963,Plasmodium berghei str. ANKA,Dihydrofolate reductase,5823.0,,,I50,M,UO_0000065,,1.2e-07
101008,,,1123356,[],CHEMBL808696,Antibacterial activity against Streptococcus pyogenes CN10,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,0.3,CHEMBL356,Streptococcus pyogenes,Streptococcus pyogenes,1314.0,,,MIC,ug ml-1,UO_0000274,,0.3
101009,,,1123357,[],CHEMBL807014,Antibacterial activity against Staphylococcus aureus CN491.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,ug ml-1,UO_0000274,,1.0
101010,,,1123358,[],CHEMBL807546,Antibacterial activity against typhi CN512.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,0.3,CHEMBL614446,Salmonella,Salmonella,590.0,,,MIC,ug ml-1,UO_0000274,,0.3
101011,,,1123359,[],CHEMBL677148,Antibacterial activity against Escherichia coli CN314.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,0.3,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,MIC,ug ml-1,UO_0000274,,0.3
101012,,,1123360,[],CHEMBL873315,Antibacterial activity against Klebsiella pneumoniae CN 3632.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,0.3,CHEMBL350,Klebsiella pneumoniae,Klebsiella pneumoniae,573.0,,,MIC,ug ml-1,UO_0000274,,0.3
101013,,,1123361,[],CHEMBL804113,Antibacterial activity against of against Shig dysentariae CN 1523.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL612619,Shigella dysenteriae,Shigella dysenteriae,622.0,,,MIC,ug ml-1,UO_0000274,,0.1
101014,,,1123362,[],CHEMBL809826,Antibacterial activity against of against Serr. marcescens CN 398.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,3.0,CHEMBL614593,Serratia marcescens,Serratia marcescens,615.0,,,MIC,ug ml-1,UO_0000274,,3.0
101015,,,1123363,[],CHEMBL761770,Antibacterial activity against Proteus vulgaris CN 329.,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1121421,J Med Chem,1980.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,239698,=,1,1,=,,MIC,ug.mL-1,,1.0,CHEMBL614450,Proteus vulgaris,Proteus vulgaris,585.0,,,MIC,ug ml-1,UO_0000274,,1.0
101016,,,1126167,[],CHEMBL668431,Inhibition of Human dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/Nanomolar,257810,>,1,1,>,,IC50,nM,,300000.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606.0,,,IC50,uM,UO_0000065,,300.0
101017,,,1126168,[],CHEMBL666734,Inhibition of Escherichia coli dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,"{'bei': '28.09', 'le': '0.53', 'lle': '6.89', 'sei': '7.73'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.15,1,http://www.openphacts.org/units/Nanomolar,257810,=,1,1,=,,IC50,nM,,7.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562.0,,,IC50,uM,UO_0000065,,0.007
101018,,,1126169,[],CHEMBL665864,Inhibition of Staphylococcus aureus dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,"{'bei': '28.09', 'le': '0.53', 'lle': '6.89', 'sei': '7.73'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.15,0,http://www.openphacts.org/units/Nanomolar,257810,=,1,1,=,,IC50,nM,,7.0,CHEMBL1681620,Staphylococcus aureus,Dihydrofolate reductase,1280.0,,,IC50,uM,UO_0000065,,0.007
101019,,,1126170,[],CHEMBL663142,Inhibition of Streptococcus pneumoniae dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,"{'bei': '24.54', 'le': '0.46', 'lle': '5.86', 'sei': '6.75'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,7.12,1,http://www.openphacts.org/units/Nanomolar,257810,=,1,1,=,,IC50,nM,,75.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606.0,,,IC50,uM,UO_0000065,,0.075
101020,,,1126171,[],CHEMBL665039,Inhibition of Pneumocystis carinii dihydrofolate reductase (DHFR) enzyme by Iclaprim,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,"{'bei': '15.04', 'le': '0.28', 'lle': '3.11', 'sei': '4.14'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,4.37,0,http://www.openphacts.org/units/Nanomolar,257810,=,1,1,=,,IC50,nM,,43000.0,CHEMBL1926,Pneumocystis carinii,Dihydrofolate reductase,4754.0,,,IC50,uM,UO_0000065,,43.0
101021,,,1126172,[],CHEMBL807736,Antibacterial activity against methicillin susceptible Staphylococcus aureus (MSSA),F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,16.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC90,ug ml-1,UO_0000274,,16.0
101022,,,1126173,[],CHEMBL807735,Antibacterial activity against methicillin resistant Staphylococcus aureus (MRSA),F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,8.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC90,ug ml-1,UO_0000274,,8.0
101023,,,1126174,[],CHEMBL806118,Antibacterial activity against Staphylococcus pyogenes,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,64.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC90,ug ml-1,UO_0000274,,64.0
101024,,,1126175,[],CHEMBL809362,Antibacterial activity against Streptococcus agalactiae,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,128.0,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,1311.0,,,MIC90,ug ml-1,UO_0000274,,128.0
101025,,,1126176,[],CHEMBL817376,Antibacterial activity against Staphylococcus pneumoniae (PEN-R),F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,>,1,1,>,,MIC90,ug.mL-1,,128.0,CHEMBL347,Streptococcus pneumoniae,Streptococcus pneumoniae,1313.0,,,MIC90,ug ml-1,UO_0000274,,128.0
101026,,,1126177,[],CHEMBL674295,Antibacterial activity against Enterococcus species,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,8.0,CHEMBL613770,Enterococcus sp.,Enterococcus sp.,35783.0,,,MIC90,ug ml-1,UO_0000274,,8.0
101027,,,1126178,[],CHEMBL879712,Antibacterial activity against Haemophillia influenzae,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,1.0,CHEMBL355,Haemophilus influenzae,Haemophilus influenzae,727.0,,,MIC90,ug ml-1,UO_0000274,,1.0
101028,,,1126179,[],CHEMBL730792,Antibacterial activity against Moraxella catarrhalis,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,257810,=,1,1,=,,MIC90,ug.mL-1,,128.0,CHEMBL614429,Moraxella catarrhalis,Moraxella catarrhalis,480.0,,,MIC90,ug ml-1,UO_0000274,,128.0
101029,,,1126180,[],CHEMBL857499,Efficacy of compound to protect the methicillin resistant Staphylococcus aureus infected murine iv administration,F,,,BAO_0003036,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,,257810,=,1,1,=,,ED50,mg.kg-1,,15.0,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,ED50,mg kg-1,UO_0000308,,15.0
101030,,,1126181,[],CHEMBL737649,Efficacy of compound to protect the methicillin resistant Staphylococcus pneumoniae infected murine sc administration,F,,,BAO_0003036,BAO_0000218,organism-based format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1136461,Bioorg Med Chem Lett,2003.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,,257810,=,1,1,=,,ED50,mg.kg-1,,60.0,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,ED50,mg kg-1,UO_0000308,,60.0
101031,,,1149302,[],CHEMBL668126,Inhibitory activity against Dihydrofolate reductase in Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124623,J Med Chem,1989.0,,CHEMBL22,TRIMETHOPRIM,CHEMBL22,,0,http://www.openphacts.org/units/Nanomolar,100953,=,1,1,=,,IC50,nM,,5e-08,CHEMBL2627,Escherichia coli,Dihydrofolate reductase type 1,562.0,,,I50,M,UO_0000065,,5e-17
