Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
151000,,,18677946,[],CHEMBL4235973,Antibacterial activity against Escherichia coli ATCC 35210 after 24 hrs by INT dye based microdilution assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,3102178,=,1,1,=,,MIC,nM,,372.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,MIC,10'-2microM,UO_0000065,,37.2
151001,,,18677965,[],CHEMBL4235972,Bactericidal activity against Pseudomonas aeruginosa ATCC 27853 by INT dye based microdilution assay,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,3102178,=,1,0,=,,MBC99.5,10'-2microM,,124.0,CHEMBL348,Pseudomonas aeruginosa,Pseudomonas aeruginosa,287.0,,,MBC99.5,10'-2microM,,,124.0
151002,,,18677984,[],CHEMBL4235971,Antibacterial activity against Pseudomonas aeruginosa ATCC 27853 after 24 hrs by INT dye based microdilution assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,3102178,=,1,1,=,,MIC,nM,,744.0,CHEMBL348,Pseudomonas aeruginosa,Pseudomonas aeruginosa,287.0,,,MIC,10'-2microM,UO_0000065,,74.4
151003,,,18678003,[],CHEMBL4235970,Bactericidal activity against Enterobacter cloacae by INT dye based microdilution assay,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,3102178,=,1,0,=,,MBC99.5,10'-2microM,,37.2,CHEMBL349,Enterobacter cloacae,Enterobacter cloacae,550.0,,,MBC99.5,10'-2microM,,,37.2
151004,,,18678022,[],CHEMBL4235969,Antibacterial activity against Enterobacter cloacae after 24 hrs by INT dye based microdilution assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,3102178,=,1,1,=,,MIC,nM,,248.0,CHEMBL349,Enterobacter cloacae,Enterobacter cloacae,550.0,,,MIC,10'-2microM,UO_0000065,,24.8
151005,,,18678041,[],CHEMBL4235968,Bactericidal activity against Salmonella typhimurium ATCC 13311 by INT dye based microdilution assay,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,3102178,=,1,0,=,,MBC99.5,10'-2microM,,49.2,CHEMBL351,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella typhimurium,90371.0,,,MBC99.5,10'-2microM,,,49.2
151006,,,18678060,[],CHEMBL4235967,Antibacterial activity against Salmonella typhimurium ATCC 13311 after 24 hrs by INT dye based microdilution assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,3102178,=,1,1,=,,MIC,nM,,248.0,CHEMBL351,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella typhimurium,90371.0,,,MIC,10'-2microM,UO_0000065,,24.8
151007,,,18678079,[],CHEMBL4235966,Bactericidal activity against Micrococcus flavus ATCC 10240 by INT dye based microdilution assay,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,3102178,=,1,0,=,,MBC99.5,10'-2microM,,37.2,CHEMBL612938,Micrococcus flavus,Micrococcus flavus,384602.0,,,MBC99.5,10'-2microM,,,37.2
151008,,,18678098,[],CHEMBL4235965,Antibacterial activity against Micrococcus flavus ATCC 10240 after 24 hrs by INT dye based microdilution assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,3102178,=,1,1,=,,MIC,nM,,248.0,CHEMBL612938,Micrococcus flavus,Micrococcus flavus,384602.0,,,MIC,10'-2microM,UO_0000065,,24.8
151009,,,18678117,[],CHEMBL4235964,Bactericidal activity against Listeria monocytogenes NCTC 7973 by INT dye based microdilution assay,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL4229530,Bioorg Med Chem,2018.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,3102178,=,1,0,=,,MBC99.5,10'-2microM,,74.4,CHEMBL614974,Listeria monocytogenes,Listeria monocytogenes,1639.0,,,MBC99.5,10'-2microM,,,74.4
