Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
71000,,,1292655,[],CHEMBL740098,In vivo protective activity administered sc 1 hr after ip Streptococcus pyogenes 77A strain infection in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,,214190,=,1,0,=,,PD50,mg kg-1,,4.6,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,PD50,mg kg-1,UO_0000308,,4.6
71001,,,1292656,[],CHEMBL740097,In vivo protective activity administered sc 1 hr after ip Escherichia coli 078 strain infection in mice,F,,,BAO_0000179,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,,214190,=,1,0,=,,PD50,mg kg-1,,1.24,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,PD50,mg kg-1,UO_0000308,,1.24
71002,,Not Determined,1292657,[],CHEMBL740096,In vivo protective activity administered sc 1 hr after ip Enterobacter cloacae P strain infection in mice; Not determined,F,,,BAO_0000179,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,,214190,,1,0,,,PD50,,,,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,PD50,mg kg-1,,,
71003,,standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW,1292658,"[{'comments': 'extracted from assay description on may 2023', 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'DOSE', 'standard_units': 'mg.kg-1', 'standard_value': '40.0', 'text_value': None, 'type': 'DOSE', 'units': 'mg/kg', 'value': '40.0'}, {'comments': 'extracted from assay description on may 2023', 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'SUBCUTANEOUS', 'standard_type': 'ROUTE', 'standard_units': None, 'standard_value': None, 'text_value': 'SUBCUTANEOUS', 'type': 'ROUTE', 'units': None, 'value': None}]",CHEMBL622816,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,,,BAO_0002119,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://www.openphacts.org/units/Nanomolar,214190,=,1,1,=,,Cmax,nM,,19819.02,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,Cmax,ug ml-1,UO_0000065,,7.6
71004,,,1292659,[],CHEMBL618953,Tmax at a single subcutaneous administration of 40 mg/kg in mice,A,,,BAO_0003037,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://qudt.org/vocab/unit#Hour,214190,=,1,1,=,,Tmax,hr,,0.21,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,T max,hr,UO_0000032,,0.21
71005,,,1292660,[],CHEMBL620265,Half-life at a single subcutaneous administration of 40 mg/kg in mice,A,,,BAO_0002115,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://qudt.org/vocab/unit#Hour,214190,=,1,1,=,,T1/2,hr,,0.24,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,T1/2,hr,UO_0000032,,0.24
71006,,,1292661,[],CHEMBL621809,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice,A,,,BAO_0002120,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1133391,Bioorg Med Chem Lett,2000.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,214190,=,1,0,=,,AUC,ug ml-1,,3.29,CHEMBL375,Mus musculus,Mus musculus,10090.0,,,AUC,ug ml-1,UO_0000274,,3.29
71007,,,1433988,[],CHEMBL837970,Minimum inhibitory concentration against Streptococcus pneumoniae (n=22); (Range = 0.008-0.5),F,,,BAO_0003035,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1145224,Bioorg Med Chem Lett,2005.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,370490,=,1,1,=,,MIC50,ug.mL-1,,0.5,CHEMBL347,Streptococcus pneumoniae,Streptococcus pneumoniae,1313.0,,,MIC50,ug ml-1,UO_0000274,,0.5
71008,,,1433989,[],CHEMBL833606,Minimum inhibitory concentration against Streptococcus pyogenes SG 511 strain,F,,,BAO_0002146,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1145224,Bioorg Med Chem Lett,2005.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,370490,=,1,1,=,,MIC,ug.mL-1,,0.195,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,ug ml-1,UO_0000274,,0.195
71009,,,1433990,[],CHEMBL835275,Minimum inhibitory concentration against Streptococcus aureus 285 strain,F,,,BAO_0002146,BAO_0000218,organism-based format,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,,,CHEMBL1145224,Bioorg Med Chem Lett,2005.0,,CHEMBL127,MEROPENEM,CHEMBL127,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,370490,=,1,1,=,,MIC,ug.mL-1,,0.195,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,ug ml-1,UO_0000274,,0.195
