Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
23000,,,3547384,[],CHEMBL1281677,Antimicrobial activity against Bacillus anthracis Sterne 411A2 harboring GyrA Ser85Leu and parC Ser81Phe mutant gene assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,1.01,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,1.01
23001,,,3547385,[],CHEMBL1281676,Antimicrobial activity against Bacillus anthracis Sterne 402 harboring gyrA Ser85Leu mutant gene assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,7.88,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,7.88
23002,,,3547386,[],CHEMBL1281675,Antimicrobial activity against Bacillus anthracis 240 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,7.98,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,7.98
23003,,,3547387,[],CHEMBL1281674,Antimicrobial activity against Bacillus anthracis A0102 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,8.49,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,8.49
23004,,,3547388,[],CHEMBL1281673,Antimicrobial activity against Bacillus anthracis A0465 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,9.23,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,9.23
23005,,,3547389,[],CHEMBL1281672,Antimicrobial activity against Bacillus anthracis A0488 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,8.78,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,8.78
23006,,,3547390,[],CHEMBL1281671,Antimicrobial activity against Bacillus anthracis A0248 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,8.59,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,8.59
23007,,,3547391,[],CHEMBL1281670,Antimicrobial activity against Bacillus anthracis A0462 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,8.21,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,8.21
23008,,,3547392,[],CHEMBL1281669,Antimicrobial activity against Bacillus anthracis A03768 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,7.83,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,7.83
23009,,,3547393,[],CHEMBL1281668,Antimicrobial activity against Bacillus anthracis A0188 assessed as change in fluorescence threshold cycle at. 03 ug/ml after 4 hrs by real-time PCR viability assay relative to control,F,,,BAO_0000179,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1275243,Antimicrob Agents Chemother,2010.0,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,,970997,=,1,0,=,,deltaCT,,,5.34,CHEMBL613904,Bacillus anthracis,Bacillus anthracis,1392.0,,,deltaCT,,,,5.34
