Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
14000,,,5222410,[],CHEMBL1674339,Antimicrobial activity against Salmonella enterica serovar Mbandaka isolate s2159 harboring ParC QRDR mutant gene by agar dilution method,F,,,BAO_0002146,BAO_0000019,assay format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332010,=,1,1,=,,MIC,ug.mL-1,,0.125,CHEMBL3879801,,NON-PROTEIN TARGET,,,,MIC,ug ml-1,UO_0000274,,0.125
14001,,,5222411,[],CHEMBL1674338,Antimicrobial activity against Salmonella enterica serovar Montevideo isolate s2317 harboring ParC QRDR mutant gene by agar dilution method,F,,,BAO_0002146,BAO_0000019,assay format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1332010,=,1,1,=,,MIC,ug.mL-1,,0.125,CHEMBL3879801,,NON-PROTEIN TARGET,,,,MIC,ug ml-1,UO_0000274,,0.125
14002,,Not Determined,5222412,[],CHEMBL1674337,Antimicrobial activity against Salmonella enterica serovar Typhimurium isolate s2878 harboring wild type ParC gene by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1332010,,1,0,,,MIC,,,,CHEMBL351,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella typhimurium,90371.0,,,MIC,,,,
14003,,Not Determined,5222413,[],CHEMBL1674336,Antimicrobial activity against Salmonella enterica serovar Braenderup isolate s2906 harboring ParC QRDR mutant gene by agar dilution method,F,,,BAO_0002146,BAO_0000019,assay format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1332010,,1,0,,,MIC,,,,CHEMBL3879801,,NON-PROTEIN TARGET,,,,MIC,,,,
14004,,Not Determined,5222414,[],CHEMBL1674335,Antimicrobial activity against Salmonella enterica serovar Typhimurium isolate SL1344 harboring wild type ParC gene by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671664,Antimicrob Agents Chemother,2009.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1332010,,1,0,,,MIC,,,,CHEMBL351,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella typhimurium,90371.0,,,MIC,,,,
14005,,Not Determined,5225757,[],CHEMBL1677380,Inhibition of acrAB AcrAB-TolC-mediated Nile Red efflux in Escherichia coli K-12 3-AG100 overexpressing acrAB AcrAB-TolC assessed as time needed for 50% efflux after energization with 50 mM glucose at 200 uM by spectrofluorometric assay,B,,,BAO_0002114,BAO_0000019,assay format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671720,Antimicrob Agents Chemother,2010.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1332425,,1,0,,,Time,,,,CHEMBL612545,,Unchecked,,,,Time,,,,
14006,,,5225784,[],CHEMBL1677379,Inhibition of acrAB AcrAB-TolC-mediated Nile Red efflux in Escherichia coli K-12 3-AG100 overexpressing acrAB AcrAB-TolC assessed as time needed for 50% efflux after energization with 50 mM glucose at 1000 uM by spectrofluorometric assay,B,,,BAO_0000179,BAO_0000019,assay format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671720,Antimicrob Agents Chemother,2010.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,http://qudt.org/vocab/unit#Hour,1332425,=,1,1,=,,TIME,hr,,0.005556,CHEMBL612545,,Unchecked,,,,Time,s,UO_0000032,,20.0
14007,,,5226251,[],CHEMBL1674838,Antimicrobial activity against Escherichia coli isolate GZ3 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,16.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,16.0
14008,,,5226252,[],CHEMBL1674839,Antimicrobial activity against Escherichia coli isolate GZ4 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,4.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,4.0
14009,,,5226253,[],CHEMBL1674840,Antimicrobial activity against Escherichia coli isolate GZ5 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,16.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,16.0
14010,,,5226254,[],CHEMBL1674841,Antimicrobial activity against Escherichia coli isolate GZ6 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,8.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,8.0
14011,,,5226255,[],CHEMBL1674842,Antimicrobial activity against Escherichia coli isolate GZ8 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,8.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,8.0
14012,,,5226256,[],CHEMBL1674843,Antimicrobial activity against Escherichia coli isolate GZ9 transconjugant harboring 16S rRNA methylase RmtB and qepA by agar dilution method relative to recipient strain,F,,,BAO_0000179,BAO_0000218,organism-based format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,,CHEMBL1671858,Antimicrob Agents Chemother,2008.0,,CHEMBL9,NORFLOXACIN,CHEMBL9,,0,,1331640,=,1,0,=,,FC,,,16.0,CHEMBL354,Escherichia coli,Escherichia coli,562.0,,,FC,,,,16.0
