Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
150000,,,14988787,[],CHEMBL3380833,Antimicrobial activity against methicillin-sensitive and vancomycin-intermediate Staphylococcus aureus ATCC 25923 after 24 hrs by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351231,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,2267293,<,1,1,<,,MIC,nM,,1000.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,uM,UO_0000065,,1.0
150001,,,14988806,[],CHEMBL3380834,Antimicrobial activity against Enterococcus faecalis ATCC 29212 after 24 hrs by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351231,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/Nanomolar,2267293,=,1,1,=,,MIC,nM,,8800.0,CHEMBL362,Enterococcus faecalis,Enterococcus faecalis,1351.0,,,MIC,uM,UO_0000065,,8.8
150002,,Not Determined,14988825,[],CHEMBL3380835,Antimicrobial activity against Saccharomyces cerevisiae BY4741 after 24 hrs by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351231,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,2267293,,1,0,,,MIC,,,,CHEMBL361,Saccharomyces cerevisiae,Saccharomyces cerevisiae,4932.0,,,MIC,,,,
150003,,Not Determined,14988844,[],CHEMBL3380836,Antimicrobial activity against Candida albicans ATCC 1023 after 24 hrs by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351231,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,2267293,,1,0,,,MIC,,,,CHEMBL366,Candida albicans,Candida albicans,5476.0,,,MIC,,,,
150004,,Not Determined,14990165,[],CHEMBL3380837,Antimicrobial activity against Candida glabrata ATCC 9984 after 24 hrs by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351231,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,2267293,,1,0,,,MIC,,,,CHEMBL612647,Nakaseomyces glabratus,Nakaseomyces glabratus,5478.0,,,MIC,,,,
150005,,Active,14990239,[],CHEMBL3373523,Inhibition of biofilm formation in Staphylococcus aureus AH133 transformed with GFP assessed as zone of inhibition at 16 mg/ml after 24 hrs by confocal laser scanning microscopy,F,,,BAO_0000201,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3352580,J Nat Prod,2015.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://qudt.org/vocab/unit#Percent,2267341,,1,0,,,Inhibition,%,,,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,INH,,UO_0000187,,
150006,,,14998321,[],CHEMBL3376994,Antimicrobial activity against Vibrio cholerae MTCC 3906 by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3297718,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2267787,=,1,1,=,,MIC,ug.mL-1,,100.0,CHEMBL614402,Vibrio cholerae,Vibrio cholerae,666.0,,,MIC,ug ml-1,UO_0000274,,100.0
150007,,Not Determined,14998345,[],CHEMBL3376995,Antimicrobial activity against Candida albicans MTCC 227 by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3297718,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,2267787,,1,0,,,MIC,,,,CHEMBL366,Candida albicans,Candida albicans,5476.0,,,MIC,,,,
150008,,Not Determined,14998369,[],CHEMBL3376996,Antimicrobial activity against Aspergillus fumigatus MTCC 3008 by broth microdilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3297718,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,,2267787,,1,0,,,MIC,,,,CHEMBL363,Aspergillus fumigatus,Aspergillus fumigatus,746128.0,,,MIC,,,,
150009,,,15015283,[],CHEMBL3372082,Antimicrobial activity against Bacillus subtilis NCIM-2063 after 20 hrs by two fold serial macrodilution technique,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3352499,Bioorg Med Chem Lett,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2269621,=,1,1,=,,MIC,ug.mL-1,,12.5,CHEMBL359,Bacillus subtilis,Bacillus subtilis,1423.0,,,MIC,ug ml-1,UO_0000274,,12.5
150010,,,15015299,[],CHEMBL3372083,Bactericidal activity against Bacillus subtilis NCIM-2063 after 72 hrs by two fold serial macrodilution technique,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3352499,Bioorg Med Chem Lett,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2269621,=,1,0,=,,MBC,ug ml-1,,17.5,CHEMBL359,Bacillus subtilis,Bacillus subtilis,1423.0,,,MBC,ug ml-1,UO_0000274,,17.5
150011,,,15015315,[],CHEMBL3372084,Antimicrobial activity against Staphylococcus aureus NCIM-2901 after 20 hrs by two fold serial macrodilution technique,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3352499,Bioorg Med Chem Lett,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2269621,=,1,1,=,,MIC,ug.mL-1,,12.5,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,ug ml-1,UO_0000274,,12.5
150012,,,15015331,[],CHEMBL3372085,Bactericidal activity against Staphylococcus aureus NCIM-2901 after 72 hrs by two fold serial macrodilution technique,F,,,BAO_0000179,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3352499,Bioorg Med Chem Lett,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2269621,=,1,0,=,,MBC,ug ml-1,,17.5,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MBC,ug ml-1,UO_0000274,,17.5
150013,,,15016244,[],CHEMBL3363231,Antimicrobial activity against Bacillus subtilis MTCC 441 assessed as absence of visible growth after 24 to 48 hrs by broth micro dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351702,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2271801,=,1,1,=,,MIC,ug.mL-1,,250.0,CHEMBL359,Bacillus subtilis,Bacillus subtilis,1423.0,,,MIC,ug ml-1,UO_0000274,,250.0
150014,,,15016260,[],CHEMBL3363232,Antimicrobial activity against Streptococcus pneumoniae MTCC 1936 assessed as absence of visible growth after 24 to 48 hrs by broth micro dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351702,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2271801,=,1,1,=,,MIC,ug.mL-1,,100.0,CHEMBL347,Streptococcus pneumoniae,Streptococcus pneumoniae,1313.0,,,MIC,ug ml-1,UO_0000274,,100.0
150015,,,15016284,[],CHEMBL3363230,Antimicrobial activity against Clostridium tetani MTCC 449 assessed as absence of visible growth after 24 to 48 hrs by broth micro dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL3351702,Eur J Med Chem,2014.0,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,2271801,=,1,1,=,,MIC,ug.mL-1,,250.0,CHEMBL613073,Clostridium tetani,Clostridium tetani,1513.0,,,MIC,ug ml-1,UO_0000274,,250.0
