Unnamed: 0.1,Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
50000,50000,,,5166298,[],CHEMBL1665246,Antibacterial activity against ciprofloxacin-susceptible and methicillin-resistant Staphylococcus aureus by CLSI M100-S18 method,F,,,BAO_0003035,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC50,ug.mL-1,,0.03,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC50,ug ml-1,UO_0000274,,0.03
50001,50001,,,5166306,[],CHEMBL1667173,Antibacterial activity against ciprofloxacin-susceptible and methicillin-resistant Staphylococcus aureus assessed as percent susceptible isolates by CLSI M100-S18 method,F,,,BAO_0001103,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://qudt.org/vocab/unit#Percent,1327194,=,1,0,=,,Activity,%,,100.0,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,Activity,%,UO_0000187,,100.0
50002,50002,,,5166314,[],CHEMBL1665246,Antibacterial activity against ciprofloxacin-susceptible and methicillin-resistant Staphylococcus aureus by CLSI M100-S18 method,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC,ug.mL-1,,0.015,CHEMBL352,Staphylococcus aureus,Staphylococcus aureus,1280.0,,,MIC,ug ml-1,UO_0000274,,0.015
50003,50003,,,5166321,[],CHEMBL1665245,Antibacterial activity against Listeria monocytogenes by CLSI M100-S18 method,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC90,ug.mL-1,,0.5,CHEMBL614974,Listeria monocytogenes,Listeria monocytogenes,1639.0,,,MIC90,ug ml-1,UO_0000274,,0.5
50004,50004,,,5166328,[],CHEMBL1665245,Antibacterial activity against Listeria monocytogenes by CLSI M100-S18 method,F,,,BAO_0003035,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC50,ug.mL-1,,0.25,CHEMBL614974,Listeria monocytogenes,Listeria monocytogenes,1639.0,,,MIC50,ug ml-1,UO_0000274,,0.25
50005,50005,,Not Active,5166335,[],CHEMBL1667172,Antibacterial activity against Listeria monocytogenes assessed as percent susceptible isolates by CLSI M100-S18 method,F,,,BAO_0000375,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,,1327194,,1,0,,,Activity,,,,CHEMBL614974,Listeria monocytogenes,Listeria monocytogenes,1639.0,,,Activity,,,,
50006,50006,,,5166342,[],CHEMBL1665245,Antibacterial activity against Listeria monocytogenes by CLSI M100-S18 method,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC,ug.mL-1,,0.12,CHEMBL614974,Listeria monocytogenes,Listeria monocytogenes,1639.0,,,MIC,ug ml-1,UO_0000274,,0.12
50007,50007,,,5166349,[],CHEMBL1665244,Antibacterial activity against vancomycin- resistant Enterococcus faecium by CLSI M100-S18 method,F,,,BAO_0000179,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC90,ug.mL-1,,64.0,CHEMBL357,Enterococcus faecium,Enterococcus faecium,1352.0,,,MIC90,ug ml-1,UO_0000274,,64.0
50008,50008,,,5166356,[],CHEMBL1665244,Antibacterial activity against vancomycin- resistant Enterococcus faecium by CLSI M100-S18 method,F,,,BAO_0003035,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC50,ug.mL-1,,16.0,CHEMBL357,Enterococcus faecium,Enterococcus faecium,1352.0,,,MIC50,ug ml-1,UO_0000274,,16.0
50009,50009,,Not Active,5166363,[],CHEMBL1667171,Antibacterial activity against vancomycin- resistant Enterococcus faecium assessed as percent susceptible isolates by CLSI M100-S18 method,F,,,BAO_0000375,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,,1327194,,1,0,,,Activity,,,,CHEMBL357,Enterococcus faecium,Enterococcus faecium,1352.0,,,Activity,,,,
50010,50010,,,5166370,[],CHEMBL1665244,Antibacterial activity against vancomycin- resistant Enterococcus faecium by CLSI M100-S18 method,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,CHEMBL1649565,Antimicrob Agents Chemother,2009.0,,CHEMBL32,MOXIFLOXACIN,CHEMBL32,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,1327194,=,1,1,=,,MIC,ug.mL-1,,0.12,CHEMBL357,Enterococcus faecium,Enterococcus faecium,1352.0,,,MIC,ug ml-1,UO_0000274,,0.12
