Unnamed: 0.1,Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
160000,160000,,,2556472,[],CHEMBL990923,Antimicrobial activity against nonepidemic Clostridium difficile J29 by broth dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,743673,=,1,1,=,,MIC,ug.mL-1,,64.0,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,MIC,ug ml-1,UO_0000274,,64.0
160001,160001,,,2556477,[],CHEMBL990924,Antimicrobial activity against epidemic Clostridium difficile BI9 by broth dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,743673,=,1,1,=,,MIC,ug.mL-1,,32.0,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,MIC,ug ml-1,UO_0000274,,32.0
160002,160002,,,2556482,[],CHEMBL990925,Antimicrobial activity against epidemic Clostridium difficile BI6-8-17 by broth dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,743673,=,1,1,=,,MIC,ug.mL-1,,32.0,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,MIC,ug ml-1,UO_0000274,,32.0
160003,160003,,,2556487,[],CHEMBL990926,Antimicrobial activity against fluoroquinolone-resistant epidemic Clostridium difficile NAP1 by broth dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,743673,=,1,1,=,,MIC,ug.mL-1,,16.0,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,MIC,ug ml-1,UO_0000274,,16.0
160004,160004,,,2556492,[],CHEMBL990927,Antimicrobial activity against fluoroquinolone-susceptible nonepidemic Clostridium difficile strain6 by broth dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,743673,=,1,1,=,,MIC,ug.mL-1,,32.0,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,MIC,ug ml-1,UO_0000274,,32.0
160005,160005,,Active,2556503,[],CHEMBL994418,"Effect on growth of nonepidemic Clostridium difficile ATCC 9689 in CF1 mouse assessed as increase in bacterial density in cecal content at 2 mg/day, sc for 4 days assessed after 2 days of last treatment",F,,,BAO_0000375,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,,743673,,1,0,,,Activity,,,,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,Activity,,,,
160006,160006,,Active,2556528,[],CHEMBL994419,"Effect on growth of nonepidemic Clostridium difficile J29 in CF1 mouse assessed as increase in bacterial density in cecal content at 2 mg/day, sc for 4 days assessed after 2 days of last treatment",F,,,BAO_0000375,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,,743673,,1,0,,,Activity,,,,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,Activity,,,,
160007,160007,,Active,2556529,[],CHEMBL994420,"Effect on growth of epidemic Clostridium difficile BI9 in CF1 mouse assessed as increase in bacterial density in cecal content at 2 mg/day, sc for 4 days assessed after 2 days of last treatment",F,,,BAO_0000375,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,,743673,,1,0,,,Activity,,,,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,Activity,,,,
160008,160008,,Active,2556530,[],CHEMBL994421,"Effect on growth of epidemic Clostridium difficile BI6-8-17 in CF1 mouse assessed as increase in bacterial density in cecal content at 2 mg/day, sc for 4 days assessed after 2 days of last treatment",F,,,BAO_0000375,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,,743673,,1,0,,,Activity,,,,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,Activity,,,,
160009,160009,,Active,2556531,[],CHEMBL994422,"Effect on growth of nonepidemic Clostridium difficile ATCC 9689 in CF1 mouse assessed as increase in bacterial density in cecal content at 1.4 mg/day, sc for 4 days assessed after 2 days of last treatment",F,,,BAO_0000375,BAO_0000218,organism-based format,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,,,CHEMBL1155776,Antimicrob Agents Chemother,2007.0,,CHEMBL161,CEFTRIAXONE,CHEMBL161,,0,,743673,,1,0,,,Activity,,,,CHEMBL614965,Clostridioides difficile,Clostridioides difficile,1496.0,,,Activity,,,,
