Unnamed: 0.1,Unnamed: 0,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
78000,78000,,,1867622,[],CHEMBL918850,Antimicrobial activity against Rothia mucilaginosa at 1 ug/ml by broth microdilution method,F,,,BAO_0000201,BAO_0000019,assay format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://qudt.org/vocab/unit#Percent,634655,=,1,1,=,,Inhibition,%,,94.4,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,%,UO_0000187,,94.4
78001,78001,,,1867623,[],CHEMBL918851,Antimicrobial activity against Rothia mucilaginosa at 2 ug/ml by broth microdilution method,F,,,BAO_0000201,BAO_0000019,assay format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://qudt.org/vocab/unit#Percent,634655,=,1,1,=,,Inhibition,%,,100.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,Inhibition,%,UO_0000187,,100.0
78002,78002,,,1867625,[],CHEMBL918852,Antimicrobial activity against Aerococcus spp. by broth microdilution method,F,,,BAO_0003035,BAO_0000019,assay format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC50,ug.mL-1,,1.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,MIC50,ug ml-1,UO_0000274,,1.0
78003,78003,,,1867626,[],CHEMBL918852,Antimicrobial activity against Aerococcus spp. by broth microdilution method,F,,,BAO_0000179,BAO_0000019,assay format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC90,ug.mL-1,,2.0,CHEMBL3879801,,NON-PROTEIN TARGET,,,,MIC90,ug ml-1,UO_0000274,,2.0
78004,78004,,,1867629,[],CHEMBL918853,Antimicrobial activity against Bacillus spp. by broth microdilution method,F,,,BAO_0003035,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC50,ug.mL-1,,1.0,CHEMBL614956,Bacillus sp.,Bacillus sp.,1409.0,,,MIC50,ug ml-1,UO_0000274,,1.0
78005,78005,,,1867630,[],CHEMBL918853,Antimicrobial activity against Bacillus spp. by broth microdilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC90,ug.mL-1,,1.0,CHEMBL614956,Bacillus sp.,Bacillus sp.,1409.0,,,MIC90,ug ml-1,UO_0000274,,1.0
78006,78006,,,1867632,[],CHEMBL918854,Antimicrobial activity against Bacillus cereus by broth microdilution method,F,,,BAO_0003035,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC50,ug.mL-1,,1.0,CHEMBL613070,Bacillus cereus,Bacillus cereus,1396.0,,,MIC50,ug ml-1,UO_0000274,,1.0
78007,78007,,,1867634,[],CHEMBL918854,Antimicrobial activity against Bacillus cereus by broth microdilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC90,ug.mL-1,,1.0,CHEMBL613070,Bacillus cereus,Bacillus cereus,1396.0,,,MIC90,ug ml-1,UO_0000274,,1.0
78008,78008,,,1867637,[],CHEMBL918855,Antimicrobial activity against Corynebacterium spp. by broth microdilution method,F,,,BAO_0003035,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC50,ug.mL-1,,0.25,CHEMBL613081,Corynebacterium sp.,Corynebacterium sp.,1720.0,,,MIC50,ug ml-1,UO_0000274,,0.25
78009,78009,,,1867638,[],CHEMBL918855,Antimicrobial activity against Corynebacterium spp. by broth microdilution method,F,,,BAO_0000179,BAO_0000218,organism-based format,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,,CHEMBL1145534,Antimicrob Agents Chemother,2007.0,,CHEMBL126,LINEZOLID,CHEMBL126,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,634655,=,1,1,=,,MIC90,ug.mL-1,,0.5,CHEMBL613081,Corynebacterium sp.,Corynebacterium sp.,1720.0,,,MIC90,ug ml-1,UO_0000274,,0.5
